overview,genres
A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,['Animation'|'Action'|'Adventure']
"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",['Crime'|'Sci-Fi']
"Upon the death of his great grandfather, Brandon Davis a wedding photographer inherits an antique camera famous for taking Victorian death photography. After photographing his subjects they start to die from horrible, bizarre deaths.",['Horror'|'Sci-Fi'|'Thriller']
Wounded warrior dude comes across a minuscule tribe in hiding. War is upon them so they must go out and find it.,['Action'|'Adventure'|'Sci-Fi']
A commitment phobic hippie falls in love with a woman and chases her much to get dismay and aims to get what he needs.,['Action'|'Romance']
Follows a policewoman who has to retrace the route of the Bataan Death March to escape her captors.,['Action'|'Thriller']
"Follows the lives of the Charles family as they deal with themes of family legacy and more, in deciding what to do with an heirloom, the family piano.",['Drama'|'Music']
A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,['Drama'|'Mystery'|'Romance']
An art curator is held hostage by a portraitist who threatens to detonate a bomb unless their demands are met. 'The Gallery' contains two interactive narratives - set in 1981 (with a female protagonist) and 2021 (with a male protagonist).,['Drama'|'Thriller']
"A modern day train hopper fighting to become a successful musician, and a single mom battling to maintain custody of her daughter, defy their circumstances by coming together in a relationship that may change each others lives forever.",['Drama'|'Family'|'Music']
"Too self-conscious to woo Roxanne himself, wordsmith Cyrano de Bergerac helps young Christian nab her heart through love letters.",['Drama'|'Musical'|'Romance']
"A man who is suffering a mid-life crisis finds new meaning in his life as part of an all-male, middle-aged, amateur synchronised swimming team.",['Comedy'|'Drama'|'Sport']
"Subhash Nagre runs a parallel government in the city where he has a cult following. When his enemies plot to murder him, his son takes charge and stands up against them.",['Action'|'Crime'|'Drama']
"A woman who heads a sportswear manufacturing company is found dead. Although it is ruled a suicide, the police detective in charge believes she was murdered, and his subsequent investigation begins to focus on the woman's son, who was blinded by her in an accident several years b... Read all",['Crime'|'Drama'|'Film-Noir']
"A flirtatious wife runs off to meet an older man and the husband closes in with intend to murder him, but finds the deed already done.",['Crime'|'Drama']
A man confesses his sins and unveils the ugly truth of his life; he is killing for the same mobster that killed his father. Will Vinny accept his destiny or choose his fate?,['Crime'|'Drama'|'Thriller']
A pianist who loses his hands in a plane crash receives the transplanted hands of an executed criminal but his new hands have the murderous tendencies of their previous owner.,['Crime'|'Horror'|'Sci-Fi']
"In Johannesburg, an American parole breaker unknowingly picks up a rental car that will tie him to a web of corrupt local police.",['Action'|'Thriller']
"Ray Trueblood, member of a street gang, is framed by an enemy of a rival gang, Billy ""Spider"" Masters. Ray is accused of killing a cop and he has to escape leaving behind his little brother, Donny. Ten years later Ray returns to his neighborhood to take his brother with him, but ... Read all",['Action'|'Drama']
"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",['Crime'|'Drama'|'Thriller']
The life of career criminal Carlton Leach.,['Action'|'Biography'|'Crime']
A biography of Italian violinist Niccolò Paganini.,['Biography'|'Drama'|'Music']
Gigantic monsters threaten to destroy everything in their path as mankind remains defenseless.,['Action'|'Adventure'|'Sci-Fi']
"After being dumped by his girlfriend, an airline pilot pursues a babysitter in his hotel and gradually realizes she's dangerous.",['Drama'|'Film-Noir'|'Mystery']
"Moving into a beach house involves Lynn Markham in mystery, danger, and romance with a beach boy of dubious motives.",['Crime'|'Drama'|'Film-Noir']
"A rodeo star past his prime steals his company's horse and rides into the desert, with a feisty reporter accompanying him.",['Comedy'|'Drama'|'Romance']
"Savitri's twin sons get s abducted by a criminal named Gama Mating. In need of a son, Savitri adopt a young boy, but searches frantically for her twin babies. Years later her adopted son Vicky becomes a police inspector and he too begins to search for his brothers but all efforts... Read all",['Action'|'Crime'|'Drama']
"A neglected housewife has an affair behind her boring husband's back, triggering a passionate transformation. Now, a dash of infidelity awakens his dormant enthusiasm for her; however, is his new-found interest too little, too late?",['Drama']
"A battle-hardened army officer squares off against drug lords and Russian henchmen to save his ex-lover's kidnapped daughter in the underbelly of Goa, India.",['Action'|'Crime'|'Drama']
"Based upon A.P. Scotland's autobiography, The London Cage, and the military intelligence facility that interrogated captured Germans during the Second World War.",['Drama'|'Thriller'|'War']
Three teenagers blackmail a serial killer.,['Crime'|'Drama'|'Horror']
A quiet but disturbed young man puts the life of a woman he's obsessed with under a virtual microscope when he installs hidden cameras throughout her house.,['Crime'|'Drama'|'Thriller']
"A destructive ex-motorcycle gang leader comes home from Vietnam to resume his life. His desire to form a powerful gang has the police running scared. But, will he succeed...",['Action']
Alain and Marie moved to the suburb house of their dreams. But the real estate agent warned them : what is in the basement may well change their lives forever.,['Comedy']
A struggling young writer takes a job working as an assistant to a novelist with a wild reputation.,['Drama']
"The film depicts the life of Najeeb Muhammad (Prithviraj), an Indian abused migrant worker, who was forced to survived in a desert to herd goats in Saudi Arabia.",['Adventure'|'Biography'|'Drama']
"A drama that interweaves the life of a teenager, with his old baby sitter, her estranged husband, and their daughter.",['Crime'|'Drama'|'Romance']
"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country must avenge her family's fall from grace by scheming to steal a priceless necklace.",['Drama'|'History'|'Romance']
Irish cop Mick Flannery battles a drug dealer who has corrupted his son.,['Action'|'Drama']
"The main character Solo in Nirvana, a computer game developed by Jimi for release in 3 days, has gained self-awareness after a virus attack. Solo wants to be deleted. Jimi wants to find his ex.",['Action'|'Drama'|'Sci-Fi']
"Police Inspector Vijay lives a wealthy lifestyle in Bombay, India, along with his Bua, while his widower dad lives in the countryside in a farmhouse. Vijay meets and falls in love with Uma, who subsequently moves in as a tenant in his Bua's house along with her dad, Jagmohan and ... Read all",['Action'|'Thriller']
"What was once a place of joy and happiness is now a place of ruin and despair; haunted by a horrifying past, and the animatronic entertainers. Mike Schimdt, is tricked and now forced to work the night shift at the children's pizzeria ""Freddy Fazbear's Pizza"". While he is working ... Read all",['Action'|'Horror'|'Thriller']
A group of former Encyclopedia Brown-style child-detectives struggle to solve an adult mystery.,['Comedy'|'Crime'|'Mystery']
New school headmaster and single mother Kathy discovers her vacation fling with charming 18-year-old Ian was no accident when he transfers to her school targeting Kathy and her teenage daughter Bree in a deadly scheme. Ian wants revenge as he believes Kathy is responsible for spl... Read all,['Drama'|'Romance'|'Thriller']
An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,['Biography'|'Drama']
A disbarred lawyer and his eccentric brother attempt to pull off the robbery of a lifetime but find themselves in a dangerous game of cat and mouse with a disgruntled Serbian mobster,['Action'|'Thriller']
A manager of an orphanage in Kolkata travels to New York to meet a benefactor.,['Drama']
"After a delivery driver's moped is stolen, he must find it before he loses everything else.",['Drama'|'Thriller']
A group of athletes helping a poor village must stop an evil tyrant and his men from terrorizing the village.,['Action'|'Crime'|'Drama']
"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",['Action'|'Crime'|'Drama']
A chef and a scientist fall in love as an epidemic begins to rob people of their sensory perceptions.,['Drama'|'Romance'|'Sci-Fi']
"A Chicago advertising man must struggle to travel home from New York for Thanksgiving, with a lovable oaf of a shower curtain ring salesman as his only companion.",['Comedy'|'Drama']
"The ReZort, a safari park, offers paying guests the opportunity to kill as many zombies as they please following an outbreak.",['Horror'|'Sci-Fi'|'Thriller']
Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,['Comedy'|'Drama'|'Romance']
The Munsters travel to England after Herman discovers he's the new Lord of the Munster Hall.,['Comedy'|'Family'|'Fantasy']
Prehistoric animals emerge from a science lab and tear up most of Los Angeles.,['Action'|'Adventure'|'Comedy']
"Zian, a retired special forces commander (played by Leo Fong), now runs an auto body shop in the tough inner city. The inner city is now being taken over by ""the Black Roses"" a ruthless gang of punks who are making rounds collecting ""turf money"" from local businesses. When Zian r... Read all",['Action'|'Thriller']
"The story revolves around a group of officers and a series of mysteries, events and cases reported before them in the Cyber Cell. It is also about how they plan and execute their operations.",['Crime'|'Drama'|'Thriller']
"In order to escape from her former lover Marc, Sylvia goes to Brazil where Dr. Santamo transforms her into the beautiful Emmanuelle. With this new identity comes a sexual awakening which is complicated by her memories of Marc. As with other entries in this series, the plot twists... Read all",['Drama'|'Romance']
Muscle-bound twins try to smash a jewel smuggling ring.,['Action'|'Comedy'|'Crime']
"The biggest war picture ever filmed in the Philippines: a savage, raw, action-packed spectacle of men and women in war, filmed with a cast and cost never attempted before in a film for world release.",['Action'|'War'|'Drama']
"When Professor Brainard experiments further on Flubber derivatives, he gets in trouble and only his students can help.",['Comedy'|'Sci-Fi'|'Family']
"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",['Animation'|'Comedy'|'Fantasy']
An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.,['Comedy'|'Fantasy'|'Romance']
"While dealing with a friend's cold feet on his wedding day, a writer reminisces about his youth with his best friends.",['Comedy'|'Drama'|'Romance']
"The Leprechaun returns once again, when a group of girls unwillingly awaken him after they tear down a cabin so that they can build a new sorority house.",['Comedy'|'Fantasy'|'Horror']
A Mexican revolutionary hires an American gunslinger to organize the rescue of their leader from a brutal Army prison.,['Action'|'Western']
A family's home is haunted by a host of demonic ghosts.,['Horror'|'Thriller']
"Slaughter, a former Green Beret, avenges the killing of loved ones by the Mob, and in so doing is coerced by the Feds into traveling to Mexico to finish off surviving mobsters.",['Action'|'Crime'|'Drama']
Crazy old Professor Gangreen has developed a way to make tomatoes look human for a second invasion.,['Comedy'|'Horror'|'Sci-Fi']
A New Zealand man recently estranged from his family gets unwittingly caught up in a revolution.,['Action'|'Drama'|'Thriller']
Dracula's henchman and inmate at the lunatic asylum.,['Comedy'|'Fantasy'|'Horror']
"Bounty hunters from the future transport a doomed race car driver to New York City in 2009, where his mind will be replaced with that of a dead billionaire.",['Action'|'Crime'|'Sci-Fi']
"We follow the Jewish Braude family's experiences when the Jews are arrested and deported from the camp Berg, on the ship Donau and down to the extermination in the concentration camp in Auschwitz.",['Drama'|'History'|'War']
"Security expert Will Griffith has been hired to secure the mansion of South American expatriate Hector Mejenes, who has had attempts made on his life, upon the insistance of his American wife, Marilyn. Now the neglected wife finds herself attracted to the security guard and vice ... Read all",['Drama'|'Thriller']
A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,['Drama'|'Thriller']
"In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.",['Biography'|'Comedy']
"Dong-Chul (Don Lee) and Ji-Soo (Song Ji-Hyo) are a happily married couple. One day, Dong-Chul comes home to find his house in disarray and his wife is missing.",['Action'|'Crime'|'Thriller']
"Sex farce about Fred, an inept post WWIII superhero garbageman, who must prevent WW4 by disarming the continents of Virginia, where mutated feminists live, and USSSR, where mutated buttless men live. Beautiful Liberty is his only ally.",['Animation'|'Adventure'|'Comedy']
none,['Crime'|'Drama']
"Margaret teaches a gorilla sign language etc. When the gorilla owner takes it back to make money from shows, Margaret's rebellious teenage son steals it. They're off on a road trip to the Canadian border.",['Adventure'|'Comedy'|'Drama']
"Friends hiking the Appalachian Trail are confronted by 'The Foundation', a community of people who have lived in the mountains for hundreds of years.",['Horror'|'Thriller']
"Diane fills her days helping others and desperately attempting to bond with her drug-addicted son. As these pieces of her existence begin to fade, she finds herself confronting memories she'd sooner forget than face.",['Drama']
Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,['Action'|'Drama'|'History']
An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.,['Crime'|'Drama'|'Thriller']
A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.,['Biography'|'Drama'|'Sport']
A young mother escapes her abusive husband and fights back against a broken housing system. She sets out to build her own home and in the process rebuilds her life and re-discovers herself.,['Drama']
A daughter of the powerful Duke must show her courage and inventiveness to be with the man she loves.,['Drama'|'Comedy'|'Romance']
An alcoholic professor has been hired by a working-class girl for higher education.,['Comedy'|'Drama']
A psychiatrist attempts to uncover a troubled stable boy's disturbing obsession with horses.,['Drama'|'Mystery']
A young girl begins to suspect that her neighbor on a quiet suburban street is fugitive family killer John List.,['Thriller']
"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",['Action'|'Crime'|'Drama']
"A psychiatrist must cure a young patient who presents himself as Don Juan, the world's greatest lover.",['Comedy'|'Drama'|'Romance']
A college dropout called for jury duty tries to prove his childhood crush innocent.,['Comedy'|'Crime']
"High school loner Bird Fitcher has no idea what dark secrets are tied to the Polaroid camera she finds. It doesn't take long to discover that those who have their picture taken with it, soon die.",['Drama'|'Horror'|'Mystery']
"Two roommates take a roadtrip to Malibu hoping to attend a sorority party. However, their journey is filled with many distractions.",['Adventure'|'Comedy'|'Drama']
"Ruby is trapped in a basement, her legs don't work, and she can't remember who she is or how she got there. Her kidnapper gives her pain killers and tells her she will remain captive until she falls in love with him.",['Drama'|'Thriller']
"As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",['Action'|'Adventure'|'Drama']
An ordinary man becomes a vigilante and wages a one-man war against crime.,['Action'|'Crime'|'Thriller']
"After a line of mischief Philip Gale, an American sailor, is lured into hiring on the ""Yorikke"", a tramp cargo, by Lawski, a stoker from Poland. Still, the two become friends within the motley crew of losers from all nations. Gale and his new companion soon are more than disillus... Read all",['Adventure'|'Drama']
"Character study of a Doctor who saves a local criminal from a mob who are trying to hang him, but then tries to control the life of the young man, realizing that he can exploit his secret.",['Drama'|'Romance'|'Western']
"Thomas, widower and ex federal agent, hides in London with his daughter. 3 men break in. Thomas kills them. His photo ends on TV. A US crime boss sends a killer to London.",['Action'|'Thriller']
When giri marry's her sister to a man in chennai and comes to visit the city his friend his brutally murdered by gangsters. He decides to murder the three gangsters ruling chennai to make the city a better place.,['Action'|'Drama']
"While trying to get his father out of a financial jam, a man comes up with an idea that turns into an unexpected overnight financial fashion success: bottomless pants.",['Comedy']
"A directionless, young campus bus driver and a security guard strike up a strange friendship.",['Comedy'|'Drama']
"William Holden plays a drifter who comes to a small town and discovers a cabin in the forest where five kids: January, February, March, April and May are living without parents. Their parents died a while ago, and they want to keep that a secret from the townspeople, especially t... Read all",['Adventure'|'Comedy'|'Family']
"A mysterious and cruel Baron, whose face has become frozen in a horrifying grin, demands that a prominent London physician apply experimental treatments on him to restore his face.",['Drama'|'Horror'|'Mystery']
"In a future where most of mankind and technology is wiped out, six people travel from place to place playing a brutal form of football with a dog skull. They hope one day to play in the league in a city.",['Action'|'Sci-Fi'|'Sport']
Romantic comedy which has Barney Lincoln and Angel McGinnis as a pair of amorous adventurers in the gambling places of London and the Riviera. Barney Lincoln is a rambling gambling man who scores sensational wins at poker and chemin de fer because he has succeeded in marking the ... Read all,['Comedy'|'Crime']
A woman keeps a diary of her extended stay at a mental hospital.,['Drama'|'Romance']
"In a Parisian parking lot Sonia finds herself trapped in her car with her son and the daughter of her boyfriend Fred, who has been left outside, powerless to deal with the situation: an anti-tank mine has been set under the car. Sonia is a bomb-disposal expert, who works for a NG... Read all",['Drama'|'Mystery'|'Thriller']
A betting teenager involves in a larger bet than he imagined.,['Action']
"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",['Action'|'Adventure'|'Crime']
"When an unsuspecting woman, who was setup by her boyfriend to carry a stash of cocaine, is sentenced to three years in prison, she struggles to survive against the corrupt warden and the vicious inmates.",['Crime'|'Drama'|'Thriller']
"The work of billionaire tech CEO Donovan Chalmers (Willis) is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",['Action'|'Thriller']
"Bianka takes the job for one night of babysitting. Soon, it will discovered that she is part of an online satanic sect and that same night her rite of passage will take place: the sacrifice of a virgin.",['Comedy'|'Horror']
"Based on the 2014 international best-selling novel by Miriam Toews, All My Puny Sorrows is the poignant story of two sisters, one a concert pianist obsessed with ending her life, and the other a writer who, in wrestling with this decision, makes profound discoveries about her her... Read all",['Drama']
"In 1932, two strangers are wrongfully convicted and develop a strong friendship in prison that lasts them through the 20th century.",['Comedy'|'Crime'|'Drama']
"A teenager (Moore), disillusioned by too many examples of love gone wrong, refuses to believe that true love exists. Then this new guy (Ford) comes along...",['Comedy'|'Drama'|'Romance']
"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",['Action'|'Crime'|'Sci-Fi']
"A group of young adults spend the weekend at a friend's house by the lake. Joined by the local sheriff, the group encounters an escaped convict Native American chief, a copycat killer and the return of the terrifying masked stalker, Damon.",['Action'|'Horror']
"To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight.",['Action'|'Comedy'|'Romance']
"Esta es la historia de un experto en gallos de peleas y su gran amigo, el hombre mÃ¡s rico y poderoso del pueblo, quien a base de malos tratos y de trampas logra casarse con una bella dama, quien sin embargo estÃ¡ enamorada del experto en gallos.",['Action'|'Adventure']
"On the Montana plains, a frontier woman must protect herself against a ruthless gang of outlaws hell-bent on revenge.",['Drama'|'Thriller'|'Western']
"An ex-soldier with a personal honor code enters the family crime business in St. Petersburg, Russia.",['Action'|'Crime'|'Drama']
"After being fished out of the sea by a sailer, three fugitives find themselves prisoners of the ship's brutal skipper who refuses to put them ashore and they hatch an escape plan during a crew mutiny.",['Adventure'|'Drama']
Drama about former WW2 Marines readjusting to civilian life and dealing with their mental and physical traumas.,['Drama'|'Romance'|'War']
"In the Roman province of Judea during the 1st century, Roman tribune Marcellus Gallio is ordered to crucify Jesus of Nazareth but is tormented by his guilty conscience afterwards.",['Drama']
"ISSAC is an intense psychological thriller which constantly treads the lines of reality and fiction. Issac, A young reclusive mortician who inherited his stepfather's mortuary business meets a friendly waitress, Cassi. The two create an instant connection and after a night of ter... Read all",['Thriller']
"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",['Biography'|'Drama'|'Sport']
"A dozen years after the Civil War, former slaves go on strike at a powerful judge's plantation.",['Action'|'Drama'|'Western']
"Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",['Biography'|'Drama']
"An ex-military accountant is recruited by the FBI to infiltrate the mob in Chicago in an attempt to break open the rackets. To complicate his job, two women stand in his way, each with their own agenda.",['Crime'|'Drama'|'Film-Noir']
"In this loose sequel to Interview with the Vampire: The Vampire Chronicles (1994), the vampire Lestat becomes a rock star whose music wakes up the equally beautiful and monstrous queen of all vampires.",['Drama'|'Fantasy'|'Horror']
"Nicky is on the run from the mob, and he turns to old pal Mikey for help.",['Crime'|'Drama']
A Victorian era scientist and his assistant take a test run in their Iron Mole drilling machine and end up in a strange underground labyrinth ruled by a species of giant telepathic bird and full of prehistoric monsters and cavemen.,['Adventure'|'Fantasy'|'Sci-Fi']
Father-to-be Alan is shocked to learn that he was born a sextuplet. He and his newfound brother Russell set out on a hilarious journey to reunite with their other long-lost siblings.,['Comedy']
What if Taras Shevchenko put down his pen and took a samurai sword into his hands?,['Action'|'Adventure'|'Comedy']
"After losing his job, a middle-aged man reinvents himself by going back to college.",['Comedy'|'Drama'|'Romance']
Maggie tracks down her estranged and reclusive father Lloyd; together they attempt to make first contact.,['Drama'|'Sci-Fi']
"The lives of three residents of Redlands, California -- a middle-aged glamour photographer named Allan, his nude model Vienna, and her indie-musician boyfriend Zack -- intersect and ultimately collide in this claustrophobic adult drama.",['Drama']
A sex addict's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.,['Drama']
"While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home.",['Adventure'|'Comedy'|'Drama']
"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",['Crime'|'Drama'|'Mystery']
"A doctor seeks revenge by kidnapping, torturing and killing the man who raped and murdered his young daughter.",['Crime'|'Drama'|'Horror']
A young girl on the threshold of her teen years finds her life turning upside down when she is accompanied by an unlikely friend.,['Comedy'|'Drama'|'Family']
"Ethics, being human and the soul come to the fore when a 7-year old finds a bag of Pounds just days before the currency is switched to Euros and learns what we are really made of.",['Comedy'|'Crime'|'Drama']
"A true story of politics and art in the 1930s U.S., focusing on a leftist musical drama and attempts to stop its production.",['Drama']
"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",['Comedy'|'Drama']
"After the accidental death of Jake's oldest daughter and wife, Jake's only daughter Leah, has been abducted by human traffickers. Jake's experience in martial arts, sets out with little clues in hand, and a kali stick in the other.",['Action']
The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,['Biography'|'Drama'|'Sport']
"After being humiliated in the ring by a dirty kickboxer who pulled down his shorts and then hit him, a martial arts master decides to travel to China and enter a monastery where he may learn the Shaolin form of fighting. The film then veers into ""Karate Kid"" territory where the n... Read all",['Action']
"Five people find themselves trapped in an elevator during the September 11 attacks. They soon work together, never giving up hope, to try to escape before the unthinkable happens.",['Action']
"An F.B.I. Agent works to uncover an All-American family as Soviet sleeper Agents, and gets caught up in friendship with their unaware son.",['Drama'|'Thriller']
"After failing to locate the legendary Stanley Kubrick, an unstable CIA agent must instead team up with a seedy rock band manager to develop the biggest con of all time-staging the moon landing.",['Action'|'Comedy']
"A frustrated, unemployed professor joins forces with a scammer and a friend of his in a blackmailing scheme.",['Comedy'|'Crime'|'Thriller']
An intrepid reporter and his loyal friend battle a bizarre secret society of criminals known as The Vampires.,['Action'|'Adventure'|'Crime']
"Brick Bardo is on a mission to find out which one of the world's greatest kickboxers killed his brother. Five years ago, one of the four champs was fixing fights and set up his brother in the fight that took his life. Now Bardo must take on the gang in the ring for an all-out kic... Read all",['Action'|'Thriller']
"Working in a Boston homeless shelter, Nick Flynn re-encounters his father, a con man and self-proclaimed poet. Sensing trouble in his own life, Nick wrestles with the notion of reaching out yet again to his dad.",['Drama']
"As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.",['Comedy'|'Crime'|'Drama']
"After two years in prison for participating in an illegal street race, Roy says no to a new illegal winter race from Bergen to Murmansk in the North of Russia. But then he hears that his daughter will participate with a boyfriend.",['Action'|'Comedy']
A young boy is whisked away to the mythical land of Tao where he becomes the center of a conflict between an evil lord and a group of animal warriors.,['Action'|'Adventure'|'Fantasy']
"A rookie lawyer blinded by success, meets a 10 year old girl as his first client, who insists she killed her younger brother.",['Crime'|'Drama']
"25-year-old Sibel lives with her father and sister in a secluded village in the mountains of Turkey's Black Sea region. Sibel is a mute, but she communicates by using the ancestral whistled language of the area. Rejected by her fellow villagers, she relentlessly hunts down a wolf... Read all",['Drama'|'Thriller']
"Jacob, a manager at a big financial firm, finds himself behind bars when he tries to save the woman he loves from being involved in a criminal case. The only way for him to survive and to escape was to break out of prison.",['Action'|'Crime'|'Thriller']
Various residents and career-criminals face challenges in crime-laden Mumbai.,['Crime'|'Drama']
"Rebecca is suspicious of Ernessa, the new arrival at her boarding school. But is Rebecca just jealous of Ernessa's bond with Lucie, or does the new girl truly possess a dark secret?",['Drama'|'Fantasy'|'Horror']
Four Major characters running for the Money facing more challenges by forgetting the same fact !!.,['Action'|'Drama']
The USS Essex is travelling in the furthest reaches of the known Universe when it encounters a gigantic creature. After pirates steal their cargo and most of their supplies the crew decide to capture the creature.,['Sci-Fi'|'Thriller']
Dev decides to give Maria and her uncle a lesson for duping his friend.,['Action'|'Comedy']
"Inspired by classic film noir, Carson Phillips, an ex-football star turned PI, has a soft spot for a lady in distress.",['Crime'|'Mystery'|'Thriller']
Police in Boston search for a mad bomber trying to extort money from the city.,['Action'|'Comedy'|'Crime']
"An agent sent from Washington in 1874 takes charge of an Apache reservation and has the oppressive US Army back off, which creates conflicts and causes the Indians to have great respect for him.",['Biography'|'History'|'Western']
A terminally ill man prepares for his death.,['Drama']
"It's a jungle out there for Blu, Jewel, and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel and meets his father-in-law.",['Animation'|'Adventure'|'Comedy']
Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,['Action'|'Drama'|'Family']
"An 80-year-old man with a penchant for real life games in a story about rights and wrongs. It's a story about the decisions one makes in their lifetime and the fact that every decision has its repercussions, hearing and judgment.",['Drama'|'Mystery'|'Thriller']
A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,['Comedy'|'Crime'|'Drama']
"A mysterious, but kind-hearted, drifter tries to help a wealthy, but dysfunctional, Malibu family with their personal and romantic problems between them.",['Drama']
A young boy and his grandmother have a run-in with a coven of witches and their leader.,['Adventure'|'Comedy'|'Family']
"After 13 years in prison, the mad scientist from Re-Animator (1985) gets a new chance to experiment with the arrival of a young prison doctor, who secretly hopes to learn to reanimate dead people. Good intentions turn to horror.",['Comedy'|'Horror'|'Sci-Fi']
"Find. Kill. Repeat. For hit man Smith (Paul Sidhu), these are the only words to live by. But a botched job in Colombia forces him to take a high-stakes open contract arranged by his handler, Mann (Corbin Bernsen). Smith's latest target? The hacker-activist Rousseau (Nick Moran), ... Read all",['Action']
"The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",['Biography'|'Drama'|'Music']
"After a career criminal is recaptured and knows he faces the guillotine, he offers to exchange his life for 100 hostages slated for execution by the Nazis.",['Crime'|'Drama'|'Romance']
"In search of a lifeline for his struggling off road racing team, a man takes on a young car thief looking for a second chance, but as their worlds collide, they must struggle to forge a successful alliance.",['Action'|'Drama'|'Sport']
"Harper's a big-city PI, who travels to Louisiana to help an old girlfriend who's worried her husband will find out she's been cheating on him.",['Crime'|'Drama'|'Mystery']
"Dramatization of the 1980 eruption of Mt. St. Helens. The movie begins with the volcano's awakening on March 20 and ends with its eruption on May 18, 1980.",['Adventure'|'Drama']
"World War I ace Dick Courtney derides the leadership of his superior officer, but Courtney is soon promoted to squadron commander and learns harsh lessons about sending subordinates to their deaths.",['Action'|'Drama'|'War']
"A trusted driver must deal with his dead boss' Muslim mistress, her dark past pulling him into a life-and-death showdown with her notorious gangster cousin/ex-husband.",['Crime'|'Romance'|'Thriller']
"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the police.",['Crime'|'Comedy'|'Drama']
An unlucky lecturer's wife goes missing and he's accused of her murder.,['Comedy'|'Crime']
A vicious biker gang is intent on destroying a small town in Arizona. A war veteran visiting an old friend and a few locals with nothing to lose go to war with the gang's ruthless leader.,['Drama'|'Action']
"Jake Sully lives with his newfound family formed on the planet of Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their planet.",['Action'|'Adventure'|'Sci-Fi']
"Three teenagers plan to steal the necessary funds to open their dream shop in the US, but things get messy.",['Crime'|'Drama']
"In a dystopic present after a deadly Virus Contagion has killed half worldwide population, it has been introduced a new form of life: the Mnemonix.",['Action'|'Drama'|'Sci-Fi']
"Following a tragic car accident in Greece, an American tourist finds himself at the center of a dangerous political conspiracy and on the run for his life.",['Action'|'Crime'|'Drama']
"A teenager encounters romance, intrigue and a search for stolen jewels during her visit to the island of Crete.",['Adventure'|'Family'|'Mystery']
"The comic follows an immortal warrior, known as Berzerker, as he fights his way through the ages.",['Action'|'Adventure'|'Drama']
